 0.0000e+00  0.0000e+00  6.1241e-01  5.7271e-01 
 1.0000e-02  5.3694e-05  6.1239e-01  5.7272e-01 
 2.0000e-02  1.0663e-04  6.1238e-01  5.7272e-01 
 3.0000e-02  1.5881e-04  6.1236e-01  5.7272e-01 
 4.0000e-02  2.1024e-04  6.1235e-01  5.7272e-01 
 5.0000e-02  2.6092e-04  6.1233e-01  5.7272e-01 
 6.0000e-02  3.1087e-04  6.1232e-01  5.7273e-01 
 7.0000e-02  3.6009e-04  6.1230e-01  5.7273e-01 
 8.0000e-02  4.0858e-04  6.1228e-01  5.7273e-01 
 9.0000e-02  4.5636e-04  6.1227e-01  5.7273e-01 
 1.0000e-01  5.0341e-04  6.1225e-01  5.7273e-01 
 1.1000e-01  5.4976e-04  6.1224e-01  5.7274e-01 
 1.2000e-01  5.9540e-04  6.1222e-01  5.7274e-01 
 1.3000e-01  6.4035e-04  6.1221e-01  5.7274e-01 
 1.4000e-01  6.8459e-04  6.1219e-01  5.7274e-01 
 1.5000e-01  7.2815e-04  6.1218e-01  5.7274e-01 
 1.6000e-01  7.7103e-04  6.1216e-01  5.7275e-01 
 1.7000e-01  8.1323e-04  6.1214e-01  5.7275e-01 
 1.8000e-01  8.5475e-04  6.1213e-01  5.7275e-01 
 1.9000e-01  8.9560e-04  6.1211e-01  5.7275e-01 
 2.0000e-01  9.3578e-04  6.1210e-01  5.7275e-01 
 2.1000e-01  9.7531e-04  6.1208e-01  5.7276e-01 
 2.2000e-01  1.0142e-03  6.1206e-01  5.7276e-01 
 2.3000e-01  1.0524e-03  6.1205e-01  5.7276e-01 
 2.4000e-01  1.0900e-03  6.1203e-01  5.7276e-01 
 2.5000e-01  1.1269e-03  6.1202e-01  5.7276e-01 
 2.6000e-01  1.1632e-03  6.1200e-01  5.7277e-01 
 2.7000e-01  1.1988e-03  6.1199e-01  5.7277e-01 
 2.8000e-01  1.2338e-03  6.1197e-01  5.7277e-01 
 2.9000e-01  1.2682e-03  6.1195e-01  5.7277e-01 
 3.0000e-01  1.3019e-03  6.1194e-01  5.7277e-01 
 3.1000e-01  1.3351e-03  6.1192e-01  5.7278e-01 
 3.2000e-01  1.3675e-03  6.1191e-01  5.7278e-01 
 3.3000e-01  1.3994e-03  6.1189e-01  5.7278e-01 
 3.4000e-01  1.4307e-03  6.1188e-01  5.7278e-01 
 3.5000e-01  1.4613e-03  6.1186e-01  5.7279e-01 
 3.6000e-01  1.4913e-03  6.1184e-01  5.7279e-01 
 3.7000e-01  1.5207e-03  6.1183e-01  5.7279e-01 
 3.8000e-01  1.5495e-03  6.1181e-01  5.7279e-01 
 3.9000e-01  1.5776e-03  6.1180e-01  5.7279e-01 
 4.0000e-01  1.6051e-03  6.1178e-01  5.7280e-01 
 4.1000e-01  1.6320e-03  6.1177e-01  5.7280e-01 
 4.2000e-01  1.6583e-03  6.1175e-01  5.7280e-01 
 4.3000e-01  1.6839e-03  6.1173e-01  5.7280e-01 
 4.4000e-01  1.7088e-03  6.1172e-01  5.7281e-01 
 4.5000e-01  1.7331e-03  6.1170e-01  5.7281e-01 
 4.6000e-01  1.7567e-03  6.1169e-01  5.7281e-01 
 4.7000e-01  1.7796e-03  6.1167e-01  5.7281e-01 
 4.8000e-01  1.8018e-03  6.1165e-01  5.7281e-01 
 4.9000e-01  1.8233e-03  6.1164e-01  5.7282e-01 
 5.0000e-01  1.8441e-03  6.1162e-01  5.7282e-01 
 5.1000e-01  1.8641e-03  6.1161e-01  5.7282e-01 
 5.2000e-01  1.8834e-03  6.1159e-01  5.7282e-01 
 5.3000e-01  1.9019e-03  6.1157e-01  5.7283e-01 
 5.4000e-01  1.9196e-03  6.1156e-01  5.7283e-01 
 5.5000e-01  1.9364e-03  6.1154e-01  5.7283e-01 
 5.6000e-01  1.9525e-03  6.1153e-01  5.7283e-01 
 5.7000e-01  1.9678e-03  6.1151e-01  5.7283e-01 
 5.8000e-01  1.9823e-03  6.1150e-01  5.7284e-01 
 5.9000e-01  1.9960e-03  6.1148e-01  5.7284e-01 
 6.0000e-01  2.0090e-03  6.1146e-01  5.7284e-01 
 6.1000e-01  2.0212e-03  6.1145e-01  5.7284e-01 
 6.2000e-01  2.0327e-03  6.1143e-01  5.7285e-01 
 6.3000e-01  2.0436e-03  6.1142e-01  5.7285e-01 
 6.4000e-01  2.0538e-03  6.1140e-01  5.7285e-01 
 6.5000e-01  2.0635e-03  6.1138e-01  5.7285e-01 
 6.6000e-01  2.0726e-03  6.1137e-01  5.7286e-01 
 6.7000e-01  2.0812e-03  6.1135e-01  5.7286e-01 
