 0.0000e+00  0.0000e+00  5.1517e-01  6.4483e-01 
 1.0000e-02  5.8213e-05  5.1517e-01  6.4483e-01 
 2.0000e-02  1.1574e-04  5.1517e-01  6.4483e-01 
 3.0000e-02  1.7258e-04  5.1517e-01  6.4483e-01 
 4.0000e-02  2.2873e-04  5.1517e-01  6.4483e-01 
 5.0000e-02  2.8422e-04  5.1517e-01  6.4483e-01 
 6.0000e-02  3.3902e-04  5.1518e-01  6.4483e-01 
 7.0000e-02  3.9316e-04  5.1518e-01  6.4483e-01 
 8.0000e-02  4.4664e-04  5.1518e-01  6.4483e-01 
 9.0000e-02  4.9945e-04  5.1518e-01  6.4483e-01 
 1.0000e-01  5.5161e-04  5.1518e-01  6.4483e-01 
 1.1000e-01  6.0311e-04  5.1518e-01  6.4483e-01 
 1.2000e-01  6.5396e-04  5.1518e-01  6.4483e-01 
 1.3000e-01  7.0416e-04  5.1518e-01  6.4483e-01 
 1.4000e-01  7.5373e-04  5.1518e-01  6.4482e-01 
 1.5000e-01  8.0265e-04  5.1518e-01  6.4482e-01 
 1.6000e-01  8.5094e-04  5.1518e-01  6.4482e-01 
 1.7000e-01  8.9860e-04  5.1518e-01  6.4482e-01 
 1.8000e-01  9.4562e-04  5.1518e-01  6.4482e-01 
 1.9000e-01  9.9203e-04  5.1518e-01  6.4482e-01 
 2.0000e-01  1.0378e-03  5.1518e-01  6.4482e-01 
 2.1000e-01  1.0830e-03  5.1518e-01  6.4482e-01 
 2.2000e-01  1.1275e-03  5.1518e-01  6.4482e-01 
 2.3000e-01  1.1715e-03  5.1518e-01  6.4482e-01 
 2.4000e-01  1.2148e-03  5.1518e-01  6.4482e-01 
 2.5000e-01  1.2575e-03  5.1518e-01  6.4482e-01 
 2.6000e-01  1.2996e-03  5.1518e-01  6.4482e-01 
 2.7000e-01  1.3411e-03  5.1518e-01  6.4482e-01 
 2.8000e-01  1.3820e-03  5.1518e-01  6.4482e-01 
 2.9000e-01  1.4224e-03  5.1518e-01  6.4482e-01 
 3.0000e-01  1.4621e-03  5.1518e-01  6.4482e-01 
 3.1000e-01  1.5012e-03  5.1518e-01  6.4482e-01 
 3.2000e-01  1.5398e-03  5.1518e-01  6.4482e-01 
 3.3000e-01  1.5777e-03  5.1518e-01  6.4481e-01 
 3.4000e-01  1.6151e-03  5.1518e-01  6.4481e-01 
 3.5000e-01  1.6519e-03  5.1518e-01  6.4481e-01 
 3.6000e-01  1.6881e-03  5.1518e-01  6.4481e-01 
 3.7000e-01  1.7237e-03  5.1518e-01  6.4481e-01 
 3.8000e-01  1.7588e-03  5.1518e-01  6.4481e-01 
 3.9000e-01  1.7932e-03  5.1518e-01  6.4481e-01 
 4.0000e-01  1.8271e-03  5.1518e-01  6.4481e-01 
 4.1000e-01  1.8604e-03  5.1518e-01  6.4481e-01 
 4.2000e-01  1.8931e-03  5.1518e-01  6.4481e-01 
 4.3000e-01  1.9252e-03  5.1518e-01  6.4481e-01 
 4.4000e-01  1.9567e-03  5.1518e-01  6.4481e-01 
 4.5000e-01  1.9877e-03  5.1518e-01  6.4481e-01 
 4.6000e-01  2.0180e-03  5.1518e-01  6.4481e-01 
 4.7000e-01  2.0477e-03  5.1518e-01  6.4481e-01 
 4.8000e-01  2.0769e-03  5.1518e-01  6.4481e-01 
 4.9000e-01  2.1054e-03  5.1518e-01  6.4481e-01 
 5.0000e-01  2.1332e-03  5.1519e-01  6.4481e-01 
 5.1000e-01  2.1605e-03  5.1519e-01  6.4481e-01 
 5.2000e-01  2.1870e-03  5.1519e-01  6.4481e-01 
 5.3000e-01  2.2129e-03  5.1519e-01  6.4481e-01 
 5.4000e-01  2.2382e-03  5.1519e-01  6.4481e-01 
 5.5000e-01  2.2627e-03  5.1519e-01  6.4481e-01 
 5.6000e-01  2.2865e-03  5.1519e-01  6.4481e-01 
 5.7000e-01  2.3095e-03  5.1519e-01  6.4481e-01 
 5.8000e-01  2.3318e-03  5.1519e-01  6.4481e-01 
 5.9000e-01  2.3533e-03  5.1519e-01  6.4481e-01 
 6.0000e-01  2.3741e-03  5.1519e-01  6.4480e-01 
 6.1000e-01  2.3940e-03  5.1519e-01  6.4480e-01 
 6.2000e-01  2.4131e-03  5.1519e-01  6.4480e-01 
 6.3000e-01  2.4313e-03  5.1519e-01  6.4480e-01 
 6.4000e-01  2.4487e-03  5.1519e-01  6.4480e-01 
 6.5000e-01  2.4653e-03  5.1519e-01  6.4480e-01 
 6.6000e-01  2.4811e-03  5.1519e-01  6.4480e-01 
